Obverse,Reverse,tag
111.terr,"terr=earth，land土地，陆地
territory        [terr土地，-it-，-ory名词后缀]领土，领地
This island was once French territory. 这个岛一度是法国的领地。
territorial       [见上，-al形容词后缀，…的]领土的
We must respect each other’s territorial integrity. 我们应当尊重彼此的领土完整。
exterritorial     [ex-外，见上;’领土之外的”]治外法权的
exterritoriality   [见上，-ity名词后缀]治外法权
terrace         [terr土地，-ace名词后缀]台地，地坪，平台，阳台
The people here grow rice on terraces. 此地的人们在梯田里种植水稻。
mediterranean  [medi中间，terr土地，陆地](海等)在陆地中的，被陆地包围的
Mediterranean  [见上]地中海
terrestrial       [terr土地→地球，-ial形容词后缀，…的]地球(上)的，陆上的
In rugby circles, there is nothing but criticism for the coverage of sport on terrestrial TV.橄榄球界对于地面无线电视对他们运动的报道只有批评意见。
extraterrestrial   [extra-外，见上]地球外的
inter            [in-入，内，ter=terr土;’入土”，埋入土内]埋葬
The body was interred at the cemetery. 遗体埋葬在公墓里。
interment       [见上，-ment名词后缀]埋葬，葬礼
disinter         [见上，dis-不，相反;’与埋葬相反”]挖出，发掘出
disinterment    [见上，-ment名词后缀]挖出，掘出物
subterrane     [sub-下，terr土地，-ane名词后缀]地下洞穴，地下室
subterraneous   [见上，-aneous形容词后缀，…的]地下的
superterrene    [-super上面，见上]地面上的，地上的
terrain          [terr土地，-ain名词后缀]地面;地带，地域，地形
He had made a detailed study of the terrain. 他对地形作了缜密的研究。
terraneous      [terr土地，-aneous形容词后缀]地上生长的，陆生的
terramycin      [terr土，-a-，-myc菌→霉，-in素]土霉素
",root
112.text,"text=weave编织
textile          [text编织，-ile名词后缀，表示物]纺织品;[-ile形容词后缀，…的]纺织的
texture         [text编织，-ure名词后缀，表示行为的结果](织物的)组织，结构，织物;(文章的)结构
We could feel the smooth texture of silk. 我们能感觉出丝绸的光滑质地。
intertexture     [inter-互相，交，text编织，-ure名词后缀]交织，交织物
text            [text编织→编写;’编写成的东西”]课文，本文，正文
Our newspaper is printing the full text of the President's speech.
我们的报纸刊登了总统讲话的全文。
textual         [见上，-ual形容词后缀，…的]本文的，正文的，原文的
context        [con-共同，一起，text编织→编写→文字，本文;’相连在一起的文字”](文章的)上下文
You can always tell the meaning of a word from its context.你常可以从上下文中猜出词义来。
contextual      [见上，-ual形容词后缀，…的]上下文的，按照上下文的
pretext         [pre-先，预先，text编织→编造;’预先编造的话”]借口，托词
He used his headache as a pretext for not going to school.他借口头疼而不去上学。
",root
113.tract,"tract=draw拉，抽，引
tractor         [tract拉，-or名词后缀，表示物]拖拉机
He has a tractor. 他有一台拖拉机。
attract         [at-=ad-表示to，tract抽，引]吸引，诱惑
The panda attracted many children. 那只熊猫吸引了不少孩子。
attractive      [见上，-ive形容词后缀，…的]有吸引力的，有诱惑力的
Bright colours are attractive to children. 鲜艳的颜色对儿童有吸引力。
attraction      [见上，-ion名词后缀]吸引，吸引力，诱惑
Bright colours are attractive to children. 鲜艳的颜色对儿童有吸引力。
protract        [pro-向前，tract拉;’向前拉”→拉长]延长，伸长，拖延
Bright colours are attractive to children. 鲜艳的颜色对儿童有吸引力。
protraction     [见上，-ion名词后缀，表示行为]延长，拖延
protractile      [见上，-ile形容词后缀，可…的](爪，舌等)可伸长的，可伸出的
protractor      [见上，-or表示人]延长者，拖延者
protracted     [见上，-ed形容词后缀，…的]延长的，拖延的
We won victory through protracted struggle. 经过长期的斗争,我们取得了胜利。
contract       [con-共同，一起，tract拉;’把二者拉在一起”→使二者结合在一起]订约，缔结，契约，合同;[‘共同拉紧”]收缩，(使)缩小，收缩了的
My son's contracted a severe fever. 我的儿子发高烧。
contracted     [见上，-ed形容词后缀，…的]收缩的，缩小的;已定约的，已订婚的
contractible    [见上，-ible形容词后缀，可…的]可缩的，会缩的
contractile     [见上，-ile形容词后缀，可…的]可收缩的，有收缩力的
contractive     [见上，-ive形容词后缀，…的]收缩的，有收缩力的
contracture    [见上，-ure名词后缀](医)挛缩，痉挛
contractual     [见上，contract契约，-ual形容词后缀，…的]契约(性)的
The builders failed to meet their contractual obligations.建筑商没能履行合同中规定的义务。
contraction     [见上，-ion名词后缀]订约，收缩
The forces of expansion are balanced by forces of contraction. 扩张力和收缩力相互平衡。
abstract        [abs-=ab-离开，去，出，tract抽;’抽去”，”抽出”]抽象，抽象的，抽取，提取，摘要
Abstract nouns are usually uncountable nouns in English. 英语中的抽象名词通常是不可数。
abstraction     [见上，-ion名词后缀]抽象(化)，提取，抽出，分离
After the abstraction of the juice from the orange, only a tasteless pulp is left.
柳橙里的汁去掉後，只剩下不可口的肉了。
extract         [ex-出，tract抽]抽出，拨出，取出
The dentist extracted her wisdom tooth. 牙医拔掉了她的智牙。
extraction      [见上，-ion名词后缀]抽出，抽出，摘要
extractor       [见上，-or表示人或物]抽取者，抽出器
retract         [re-回，tract抽]缩回，缩进，收回，撤回
You may retract that statement. 你可以撤回那个声明。
retraction      [见上，-ion名词后缀]缩回，收回，撤销
retractive       [见上，-ive形容词后缀，…的]缩回的
subtract       [sub-下，tract抽;’抽下”→抽去]减，减去，去掉
Please subtract a quarter of the money for your own use. 请从你的零用钱中扣除四分之一。
subtraction     [见上，-ion名词后缀]减，减法
The difference is found by subtraction. 用减法得出差额。
subtrahend     [见上，subtrah=subtract，-end名词后缀]减数
distract         [dis-分开，离开，tract抽，引;’把注意力引开”]分散(注意力)，使(人)分心，弄昏，迷惑
Noise outside distracted her mind from her studies.门外的噪音使她心神不宁, 无法集中注意力学习。
distraction      [见上，-ion名词后缀]心神烦乱，精神错乱
There are too many distractions here to work properly.这里叫人分心的事太多, 使人无法好好工作。
distracted       [见上，-ed形容词后缀，…的]心烦意乱的，发狂的
He was distracted with an unhappy love affair. 他因失恋而心烦意乱。
traction         [tract拉，拖，引，-ion名词后缀]拖，牵引(力)
We may continue the traction up to three weeks,until the fracture is healed.我们可以继续牵引三周,直到骨折痊愈为止。
tractive         [见上，-ive形容词后缀，…的]拖的，索引的
",root
114.un,"un=one一(un也作uni)
unite         [un=one一，单一，ite动词后缀，使成….;使成为一个整体]统一，联合，团结
The broken bones of a child unite easily. 儿童的断骨容易接合。
united         [见上，-ed形容词后缀，…的]统一的，联合的
They were united in their insistence that she should go to college.他们一致坚持她应上大学。
unitive         [见上，-itive形容词后缀，…的]统一的，联合的
unity          [un单一，-ity名词后缀，表示情况，性质]统一，单一，整体，团结
disunity       [dis-不，见上]不统一，不团结
union         [un单一，ion名词后缀，表示行为或行为的结果;’联成一体”]联合，联合会，工会，联盟
Union between the two countries would be impossible. 这两个国家的联合是不可能的。
reunion        [re-再，见上]再联合，再结合
We have a family reunion every New Year's Day. 每年元旦我们都合家团聚。
disunion       [dis-不，见上]不统一，不联合，不团结，分裂
unit           [un单一，-it名词后缀，表示物]单位，单元
unitize         [见上，-ize动词后缀，使成…]使成一个单元
unique         [un=one一，单一，-ique(=ic)…的]唯一的，独一无二的
The tranquil beauty of the village scenery is unique. 这乡村景色的宁静是绝无仅有的。
unify          [uni=one一，单一，-fy动词后缀，使成…]统一，使成一体，使一元化
The emperor unified the country by the sword. 那位皇帝用武力统一了全国。
unification      [见上，-fication名词后缀]统一，联合
We are determined to accomplish the great cause of unification of the motherland.我们一定要完成统一祖国的伟大事业。
uniform       [uni单一，form形式，式样]一样的，相同的，制服
uniformity      [见上，-ity名词后缀，表示情况，性质]一样，一律
Government inspections ensure a high degree of uniformity in the standard of service.政府检查确保了在服务标准方面的高度一致。
unanimous     [un单一，一个，anim心神，意志→意见，-ous形容词后缀，…的]意见统一的，无异议的
The members were unanimous in approving the project. 成员们一致同意批准这个计划。
",root
115.urb,"urb=city城市
suburb     郊区，近郊
suburban       [见上，-an形容词后缀，…的]郊区的;[-an表示人]郊区居民
They live in suburban Washington. 他们住在华盛顿的郊外。
suburbanite     [见上，-ite表示人]郊区居民
suburbanize    [见上，-ize动词后缀，使…化](使)市郊化
urban          [urb城市，-an形容词后缀，…的]城市的，都市的
Traffic is a major urban problem. 交通是城市的一个主要问题。
urbanite        [见上，-ite表示人]城市居民
urbane         [urb城市，-ane(=-an)形容词后缀，表示有…性质的，原义来自”城市的人比乡村的人文雅”]文雅的，有礼貌的
He tried hard to be urbane. 他极力作出彬彬有礼的神态。
urbanity        [见上，-ity名词后缀，表示性质]文雅，温文尔雅
inurbane       [in-不，见上]不文雅的，粗野的，不礼貌的
inurbanity      [见上，-ity名词后缀]不文雅，粗野
urbanize       [见上，-ize动词后缀，使…化]使都市化
urbanization    [见上，-ization名词后缀，...化]都市化
urbanology     [urban城市，-o-，-logy…学]城市学，都市学
exurb          [ex-外，urb城市;’远在城市之外”]城市远郊地区
exurban       [见上，-an形容词后缀，…的]城市远郊的
exurbanite     [见上，-ite表示人]城市远郊区居民
interurban     [inter-在…之间，urb城市，-an形容词后缀，…的]城市与城市之间的
conurbation    [con-共同，urb城市，-ation名词后缀;’几个城市共同组成的大城市”]集合城市(拥有卫星城市的大都市，如伦敦等)
",root
116.vac,"vac=empty空(vac也作vacu)
vaction        [vac空，-ation名词后缀，表示情况，状态;’空闲的状态”→无课业，无工作]休假，假期
vactionist      [见上，-ist表示人]休假者，度假者
vacant        [vac空，-ant形容词后缀，…的]空的，空白的，未被占用的
There were many vacant seats in the theatre. 剧院里有许多空座位。
vacancy      [vac空，-ancy表示情况，状态]空，空白，空处，空虚
The vacancy of her expression made me doubt if she was listening.她茫然的神情让我怀疑她是否在听。
vacate        [vac空，-ate动词后缀，使…]使空出，腾出，搬出
The vacancy of her expression made me doubt if she was listening.她茫然的神情让我怀疑她是否在听。
evacuate      [e-外，出，vacu空，-ate动词后缀，使，…;’使某地方空出来”]撤走，撤空，疏散居民，撤离(某地)
They all evacuated when the enemy approached the city.敌人逼近这个城市时他们已撤退。
evacuation     [见上，-ation名词后缀]疏散，撤走，撤空
Orders went out to prepare for the evacuation of the city. 为撤离该城作准备的命令已下达。
evacuee       [见上，-ee被…的人]被疏散的人员
vacuous       [vacu空，-ous形容词后缀，…的]空的，空洞的，空虚的
vacuity        [vacu空，-ity名词后缀，表示情况，状态]空，空白，空虚
vacuum       [vacu空，-um名词后缀]真空，真空状态，真空度
Sound waves cannot travel through a vacuum. 声波不能在真空中传播。
vacuumize     [见上，-ize动词后缀，使…]使成真空，真空包装
",root
117.vad,"vad(vas)=walk，go行走
invade        [in-入，vad走;’走入”→闯入]侵入，侵略，侵犯
He ordered the army to invade at dawn. 他命令军队在拂晓入侵。
invader       [见上，-er表示人]入侵者，侵略者，侵犯者
They suffered a lot under the invader’s heel. 在侵略者的铁蹄下,他们受尽了奴役。
invasion      [见上，vad=vas，-ion名词后缀，表示行为]入侵，侵略
The invasion of tourists brought life to the summer resort.
大批游客涌入, 使这个避暑胜地热闹起来。
invasive      [见上，-ive形容词后缀，…的]入侵的，侵略的
evade        [e-外，出，vad走;’走出”→逃出]逃避，躲避
If you try to evade paying your taxes you risk going to prison.
如果你试图逃税, 你就有坐牢的危险了。
evasion      [见上，-ion名词后缀]逃避，躲避，回避
The movie star is in prison for tax evasion. 那位影星因为逃税而坐牢。
evasive      [见上，-ive形容词后缀，…的]逃避的，躲避的
She gave an evasive answer. 她给了个模棱两可的回答。
pervade       [per=throughout全，遍，vad走;’走遍”]遍及，弥漫，渗透，充满
An unpleasant smell pervades the house. 一种难闻的气味弥漫了全屋。
pervasion     [见上，-ion名词后缀]遍布，弥漫，渗透，充满
pervasive     [见上，-ive形容词后缀，…的]遍及的，遍布的，弥漫的，充满的
wade         [w=v，wad=vad行走]跋涉，费力地前进
The children waded out into the lake. 孩子们一路蹚水到了湖里。
waddle        [见上，wad=vad行走，d重复字母，-le动词后缀，表示反复，连续动作]摇摇摆摆地走，蹒跚
A family of ducks waddled along the river bank. 一群鸭子沿 河岸摇摇摆摆地走。
",root
118.vari,"vari=change
variable       [vari变化，-able形容词后缀，可…的]可变的，反复不定的
The variable weather is a great trial to me. 这种多变的天气真是让我受不了。
invariable     [in-不，见上]不变的，恒定的
This process, however, was not invariable. 但是,这个过程并非始终不变。
various       [vari变化→多样，-ous形容词后缀，…的]各种各样的，不同的
The subject may be viewed in various ways. 这问题可以从不同的方面加以考虑。
variety        [vari变化，-ety名词后缀，表示情况，性质]变化，多样化，种种
This variety of dog is very useful for hunting. 这种狗对狩猎很有用。
vary          [vari变化，i=y]改变，变化，变更
This pile of apples vary in size.这堆苹果大小不一。
varied        [-ed形容词后缀，…的]多变化的，各式各样的，不同的
He had had a varied training and held many offices.他受过多方面的训练, 担任过许多职务。
unvaried      [un-不，见上]不变化，经常的，一贯的
variant       [vari变化，-ant形容词后缀，…的]变异的，不同的，有差别的
invariant      [in-不，见上]不变性
variation      [vari变化，-ation名词后缀]变化 ，变动，变更
Prices are subject to variation. 价格可以变动。
varicoloured   [vari变化→多样，colour颜色，-ed形容词后缀，…的]杂色的，五颜六色的
variform      [vari变化→多样，form形状] 有各种形状的，形形色色的
varisized     [vari变化→多样，size大小，-ed形容词后缀…的]各种大小的，不同尺寸的
",root
119.ven,"ven=come来
intervene      [inter-之间，中间，ven来;’来到其间”→介入其中]干预，干涉，介入
When riot broke out, the police were obliged to intervene. 发生暴乱时, 警察有责任干预。
intervention    [见上，-ion名词后缀，表示行为]干预，干涉，介入
The government's intervention in this dispute will not help.
政府对这场争论的干预不会起作用。
intervenient    [见上，-ient=-ent形容词后缀，…的]干预的，干涉的，介入的
intervenor     [见上，-or表示人]干涉者，介入者
convene       [con-共同，一起，ven来;’召唤大家来到一起”]召集(会议)，集合
The chairman convened the committee to put the issue to a vote.主席召集委员们开会对这个问题进行表决。
convention     [见上，-tion名词后缀，表示行为的结果]集会，会议，大会
At the recent convention a declaration was adopted. 在最近举行的大会上通过了一项宣言。
conventioneer  [见上，-eer表示人]参加会议的人，到会的人
convener      [见上，-er表示人]会议召集人
prevent        [pre-前，先，ven来;’先来”→赶在前面→预先应付→提前准备]预防，防止
Vitamin C is supposed to prevent colds. 维生素C可以预防感冒。
prevention     [见上， -ion名词后缀，表示行为]预防，防止，阻止
Prevention and cure are both attended to. 预防和治疗都有了着落。
preventive     [见上，-ive形容词后缀，…的]预防的，防止的
This has proved an effective preventive. 这种药证明是很有效的预防剂。
event     [e-=ou出，ven来;出来→出现→发生→发生的事情]事件，大事，事变，偶然事件
Next day the newspapers reported the event. 第二天, 报纸报道了这个事件。
eventful       [见上，-ful形容词后缀，多…的]多事的，充满大事的，多变故的
The coming autumn should be eventful. 未来之秋将是多事之秋。
avenue       [a-=ad-表示to，ven来;’来时所经由的路”]道路，林荫道，大街
You can find my house along the avenue. 沿着林阴道你能找到我的家。
revenue      [re-回，ven来;回来→收回→从…收回的东西→收入](国家的)税收，收入
A government's revenue and expenditure should be balanced.政府的财政收入和支出要平衡。
circumvent    [circum-周围，四周，ven来，’从四周来”]包围，围绕
Ships were registered abroad to circumvent employment and safety regulation.船只在外国注册以逃避有关雇佣和安全的规定。
circumvention  [见上，-ion名词后缀，表示行为]包围，围绕
circumventer   [见上，-er者]包围者，用计取胜者
supervene     [super-上面，ven来;’由上面来”→降临→突然发生]意外发生
supervention   [见上，-tion名词后缀，表示情况，事情]意外发生，意外发生的事件
contravene     [contra-=against反对，相反，ven来;’to come against”→contrary to]违反，触犯，抵触，与…相冲突，反驳
The moves contravene the peace plan agreed by both sides.
这些举措违反了双方同意的和平方案。
contravention   [见上，-tion名词后缀]违反，触犯，抵触，反驳
This was a clear contravention of the rules. 这明显违反了规则。
",root
120.vert,"vert，vers=turn转
advertise       [ad-表示to向，vert转，-ise动词后缀，使…;’使(人的注意力)转向…”→使人注意到…→引起人注意]登广告，为…做广告，大肆宣扬
It is unwise of them to advertise their willingness to make concessions at the negotiations. 他们宣扬愿意在谈判中让步, 这是不明智的。
advertisement   [见上，-ment名词后缀，表示行为，行为的结果]广告，登广告
If you want to sell your old sofa, why not put an advertisement in the local newspaper? 如果你想卖掉旧沙发, 何不在本地报纸上登个广告呢?
anniversary     [ann年，-i-，连接字母，vers转，-ary名词后缀;’时间转了一年”]周年纪念日，周年纪念;[-ary形容词后缀，…的]周年纪念的，周年的
Today is my parents' 30th wedding anniversary. 今天是我父母结婚30周年纪念日。
subvert         [sub-下，由下，vert转.翻转;’由下翻转”]推翻，颠覆
Today is my parents' 30th wedding anniversary. 今天是我父母结婚30周年纪念日。
subversion      [见上，vert=vers，-ion名词后缀]推翻，颠覆
subversive      [见上，-ive形容词后缀，…的]颠覆性的
They are contaminating the minds of our young people with these subversive ideas.他们这些颠覆作乱的思想是对我们年轻人的精神污染。
divert           [di-=dis-分开，离，vert转;’由学习或工作中转移开]娱乐，使消遣;[转离]转向，使转移
The cartoon diverted the children. 那部卡通片转移了孩子们的注意力。
diversion       [见上，-ion名词后缀]娱乐，消遣，转向，转移
High tariffs often cause a diversion of trade from one country to another.高额关税常使贸易从一国转往另一国。
adverse       [ad-表示to，vers转;’转过来”→反转→相反→敌对](在位置或方向上)逆的，相反的，(引申为)敌对的
Dirt and disease are adverse to the best growth of children.肮脏与疾病对儿童健康成长不利。
adversity       [见上，advers(e)逆的，-ity名词后缀，表示情况，状态]逆境，不幸，苦难
Adversity comes with instruction in its hand. 逆境给人以教益。
adversary     [见上，advers(e)敌对的，-ary表示人]对手，敌手
He saw her as his main adversary within the company. 他将她视为公司中主要的对手。
divorce       [di-=dis-分开，散，vorc=vers转;’to turn apart”]离婚，分离，脱离
reverse       [re-回，反→倒，vers转]倒转，翻转，回复，反向
Please reverse the positions of two pictures. 请把两张图片的位置倒转过来。
reversion     [见上，-ion名词后缀]倒转，翻转，回复，反向
I’m trying to prevent the reversion of my garden to nature.我正在试图防止我的花园返回一片荒芜的自然状态。
reversible     [见上，-ible形容词后缀，可…的]可倒转的，可逆的
irreversible    [ir-不，见上]不可倒转的，不可逆的
Technology has had an irreversible impact on society. 技术已对社会产生不可逆转的影响。
introvert       [intro-向内，vert转]使(思想)内向，内省，使内弯，内向性格的人
That young man is an introvert. 那个年轻人是一个性格内向的人。
introversion   [见上，-ion名词后缀]内向，内省，内弯
extrovert       [extro-=extra-外，vert转，转向]外向性格的人
Extrovert prefers lively conversation to brood on the meaning of life.性格外向的人喜欢高谈阔论，而不愿思索人生的意义。
convert       [con-加强意义，vert转→转变]变换，转变
Not surprisingly, he failed to convert her.他没能使她改变看法并不奇怪。
conversion    [见上，-ion名词后缀]变换，转化
He underwent quite a conversion. 他彻底变了。
versatile      [vers转，-atile形容词后缀，可…的]可转动的，多方面的，多才多艺的
A versatile person is often good at a number of different things.多才多艺的人通常擅长许多种不同的事情。
controvert     [contro-=contra-相反，相对，vert转;’to turn against”，针锋相对]争论，辩论，论战，反驳
The statement of the last witness controverts the evidence of the first two.最后一个证人的陈述反驳了前两人的证词。
controversy    [见上，-y名词后缀]争论，论战，争吵
controversial   [见上，-ial形容词后缀，…的]争论的，好争论的
The topic of argument is controversial. 这个议题是很有争议的。
invert          [in-内，vert转;’内转”→翻转]倒转，使倒转，使反向，倒置，转换
He inverted the glass and the water ran out. 他将杯子倒转, 水流了出来。
inverse        [见上]相反的，倒转的
inversion      [见上，-ion名词后缀]反向，倒转，转换
inversive      [见上， -ive形容词后缀，…的]反向的，倒转的
diverse        [di-=dis-离，分开，分数，vers转;’转离原样”，’转为多样的”](和…)不一样的，多种多样的，形形色色的
diversify       [见上，-i-，-fy动词后缀，使…]使不同，使多样化
Our company is trying to diversify. 我们公司正力图往多样化方面发展。
diversified     [见上，-ed形容词后缀，…的]多样化的
diversification   [见上，-fication名词后缀…化]多样化
diversiform     [见上，-form有…形状的]各种形状的，各式各样的
diversity       [见上，-ity名词后缀，表示性质，情况]多样性，变化，异样
Our party believes in encouraging cultural diversity, not diversion.我们党鼓励多种文化，而不是文化分歧。
retrovert       [retro-向后，vert转;’转向后”]使向后弯曲，使反转，使后倾
retroversion    [见上，-ion名词后缀]后转，后倾，倒退，回顾
avert          [a-=awary，vert=turn;’to turn away”，’转移”→移开]避开(灾难等)，避免(危险等)，转移(目光，思想等)
He managed to avert suspicion. 他设法避嫌。
version        [vers转，-ion名词后缀;’转”→转换→由一种文字转换为另一种文字→转译→转译的文字]译文，译本，翻译
His version of the accident seemed most convincing. 他对该事件的叙述似乎最令人信服。
vertigo         [vert转→旋转，-igo名词后缀，表示疾病，头’旋转”]头晕，晕眩，晕头转向
",root
121.vi，via,"vi，via=way路
obvious       [ob-表示in(or on)，vi路，-ous形容词后缀，…的;’摆在大路上的”→大家都看得见的]明显的，显而易见的，显著的
You shouldn't tell such obvious lies. 你不该说如此明显的谎话。
obviously     [见上，-ly副词后缀，…地]明显地，显著地
Your side has obviously gained by the change. 这一改变对你方显然有利。
previous      [pre-先，前，vi路→走路，行走，-ous形容词后缀，…的;’going fore”→foregoing]
以前的，先前的
The author mentioned it in the previous paragraph. 作者在前一段里提到这件事。
trivial        [tri三，vi路，al形容词后缀，…的;’三岔路口上的”→随处都可见到的→极普通的]平凡的，平常的，不重要的，轻微的，琐细的
triviality      [见上，-ity名词后缀]琐事，琐碎，平凡
He was surprised by the triviality of her anxieties. 她对琐碎小事的忧心忡忡使他感到惊讶。
deviate      [de-离开，vi道路→正道，-ate动词后缀]背离(正道)，偏离
His statements sometimes deviated from the truth. 他的陈述有时偏离事实。
deviation     [见上，-ion名词后缀]背离，偏离，偏向，偏差
Any deviation from the party’s faith is seen as betrayal. 任何对党的信仰的偏离被视作背叛。
deviationist   [见上，-ist表示人]叛离正道者，(政党的)异端分子
devious      [de-离开，vi道路→大道，正道，-ous形容词后缀，…的]远离大道的，偏远的，偏僻的，离开正道的
He was as devious as his adversary was ruthless. 他的对手冷酷, 他也同样阴险。
via           [via道路→经过…道路;’by the way of”]取道，经由
The news reached me via my aunt. 那消息是通过我婶婶转告我的。
viatic         [via道路，-tic形容词后缀，…的]道路的，旅行的
viameter      [via道路→路程，meter测量仪，计，仪表]路程计，车程表
viaduct    [via道路，duct引导;把路引导过去→使路跨越过去]高架桥，跨线桥，旱桥，栈桥
",root
122.vis,"vis，vid=see看
visible        [vis看，-ible形容词后缀，可…的]看得见的，可见的
The shore was barely visible through the fog. 在雾里海岸不可见。
invisible      [in-不，见上]看不见的，无形的
The air is full of millions of invisible germs. 空气中充满了许多看不见的细菌。
visit          [vis看，观看→参观]参观，游览，访问
visitor         [见上， -or表示人]参观者，观光者，游客，访问者
advise        [ad-表示to向，vis看→看法，意见;’to give one’s opinion to”，’向别人提出自己的看法”]向…提意见，建议，作顾问，劝告
adviser，advisor   [见上，-er或-or表示人]顾问，劝告者
advisory         [见上，-ory形容词后缀，…的]顾问的，劝告的，咨询的
She is employed by the president in an advisory capacity. 她被总裁聘为顾问。
advice          [见上，字母变换;s=c](医生，顾问的)意见，劝告，忠告
revise           [re-再，vis看;’再看”→审阅→重新审查]修订，修改，修正
They are revising a dictionary. 他们在修订一部词典。
revision         [见上，-ion名词后缀，表示行为，行为的结果]修订，修改，修正，修订本
At any rate, your plan needs revision. 不管怎样, 你的计划需要加以修订。
previse         [pre-前，先，预见，vis看见]预见，预知，预测
prevision       [见上，-ion名词后缀]预见，预知，预测
supervise       [super-上，上面，vis看;’从上面往下看”]监视，监督，管理
The group leader supervises a dozen workers. 组长管十二个工人。
supervisor      [见上，-or表示人]监视者，监督(人)，管理人
He said that he needed to get his supervisor to authorize my refund.
他说必须让主管人员批准我的退款。
supervision     [见上，-ion名词后缀，表示行为]监督，管理
The work was done under my supervision. 这项工作是在我的监督之下完成的。
supervisory     [见上，-ory形容词后缀，…的]监督的，管理的
visual          [vis看，-ual形容词后缀，…的]看的，视觉的，视力的
His designs have a strong visual appeal. 他的设计在视觉上很有感染力。
visage          [vis看，-age表示物]外观，脸，面容，外表
The town has a desolate visage. 这个镇子呈现出一片荒凉。
vision          [vis看，-ion名词后缀]视，视力，视觉
I've had my eyes tested and the report says that my vision is perfect.我去检查眼睛, 根据报告我视力极佳。
television       [tele远，vis看，-ion名词后缀;’由远处通过电波传来可观看的图像”]电视
televise        [见上]电视播送
Important football games are televised. 重要的足球赛都由电视播出。
televisual       [见上，-ual形容词后缀，…的]电视的
visa           [vis看→审视，审查→审查后的签字]签证，签准
evident        [e-出，vid看，-ent形容词后缀，…的;’看得出来的”]明显的，明白的
He signed his name with evident satisfaction. 他显然很满意地签了名。
evidence      [见上，-ence名词后缀]明显，明白，迹象，证据
A scientist must produce evidence in support of a theory.科学家必须提供证据以支持其理论。
provide  [pro-前，先，预先，vid看见;预先见到而作准备]作准备，预防，提供，装备，供给
Somehow she managed to provide her children with food and clothing. 她总算设法使她的孩子有饭吃,有衣穿。
provision      [见上，-ion名词后缀]预备，防备，供应，供应品
The government is responsible for the provision of education for all the children.
政府有责任向所有儿童提供教育。
provident      [pro-前，先，vid看见，-ent形容词后缀，…的]有远见的
He is provident of his money. 他用钱很节省。
improvident    [im-无，见上]无远见的
video          [vid看;’可观看的图像”]电视;电视的
videophone     [见上，phone电话]电视电话，可视电话
videocast       [见上，cast广播]电视广播
",root
123.vit,"vit=life生命
vital           [vit生命，-al形容词后缀…的]有生命的，充满活力的，致命的，生命攸关的
The analysis of what kind of temperament you possess is vital.
分析一下你有什么样的气质是十分重要的。
vitality         [见上，-ity名词后缀，表示情况，性质]生命力，生气，活力
He came back from his holiday bursting with vitality and good health.他度假归来之后，身强体壮，充满活力。
vitalize        [见上，-ize动词后缀，使…]给与…生命力，使有生气
revitalize      [re-再，见上]使再生，使新生，使恢复元气
plans to revitalize neighborhoods 给邻里关系以新气象的计划
devitalize      [de-除去，取消，去掉，见上]使失去生命(力)，使伤元气
vitamin(e)     [vit生命，amine胺(一种化合物);’维持生命之物”]维生素，维他命
The type of bread has added vitamins. 这种面包添加了多种维生素。
vitaminology   [见上，-logy…学]维生素学
avitaminosis   [a-无，vitamin维生素，-osis表示疾病名称]维生素缺乏症
devitaminize   [de-除去，去掉，vitamin维生素，-ize动词后缀]使(食物)失去维生素
",root
124.viv,"viv=live活
survive     [sur-超过，viv活;活得比别人长，寿命超过别人]比…活得长，后死，幸存，残存
These plants cannot survive in very cold conditions. 这些植物在严寒中不能存活。
survival      [见上，-al名词后缀，表示情况.状态]幸存，残存，尚存
The doctor told my wife I had a fifty-fifty chance of survival.医生告诉我的妻子, 说我活下去的可能性只有50%。
surviver      [见上，-or表示人]幸存者，逃生者
revive        [re-再，viv活]再生，复活，复苏
He revived after a rest and some food. 经过休息并吃了一点食物之后, 他恢复了体力。
revival       [见上，-al名词后缀，表示情况.状态]再生，复活，复苏
The period saw a great revival in the wine trade. 这一时期葡萄酒业出现了很大的复苏。
vivid         [viv活，-id形容词后缀，…的]活泼的，有生气的
A vivid picture is present to our eye. 一幅栩栩如生的画面出现在我们眼前。
vivacious     [viv活，-acious形容词后缀，…的]活泼的，有生气的
vivacity      [viv活，-acity名词后缀，表示情况.状态]活泼，有生气
Her charm resides in her vivacity. 她的魅力存在于她的活泼。
vivify        [vivi=viv活，-fy动词后缀，使…]使活跃，使有生气
vivarium     [viv活→活物，生物，动植物，-arium表示场所](造成自然环境状态的)动物(或植物)园
revivify       [re-再，viv(i)活，-fy动词后缀，使…](使)再生，(使)复活，(使)复苏
vivisect       [viv(i)活→活体，sect切，割→解剖]解剖(动物活体)，进行动物活体解剖
vivisection    [见上，-ion名词后缀，表示行为]活体解剖
",root
